date,warehouse_location,category,product_name,base_price,is_promotion,current_stock_on_hand,supplier_lead_time_days,rolling_avg_7d,rolling_avg_30d,units_sold
11/10/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,8.71,8.67,11
11/11/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.14,8.7,12
11/12/2025,Dubai,Corsets,Daily Support Corset,60,1,394,12,9.86,8.97,41
11/13/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,13.86,10.03,3
11/14/2025,Dubai,Corsets,Daily Support Corset,60,1,394,12,12.29,9.93,22
11/15/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,14.57,10.4,5
11/16/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,13.86,10.3,12
11/17/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,15.14,10.5,4
11/18/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,14.14,10.5,12
11/19/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,14.14,9.77,10
11/20/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.71,9.67,4
11/21/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.86,9.7,4
11/22/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.29,9.7,5
11/23/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.29,9.63,6
11/24/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.43,9.73,14
11/25/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.86,9.8,4
11/26/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.71,9.8,6
11/27/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.14,9.57,2
11/28/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.86,9.27,9
11/29/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.57,9.23,8
11/30/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7,9.03,2
12/1/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.43,8.9,10
12/2/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.86,8.97,5
12/3/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6,9.07,2
12/4/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.43,8.87,2
12/5/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.43,8.7,8
12/6/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.29,8.53,14
12/7/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.14,8.53,8
12/8/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7,8.6,2
12/9/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,5.86,8.33,9
12/10/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.43,8.53,8
12/11/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.29,8.43,7
12/12/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,8,8.27,4
12/13/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.43,7.03,13
12/14/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.29,7.37,10
12/15/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.57,6.97,10
12/16/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,8.71,7.13,11
12/17/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9,7.1,7
12/18/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,8.86,7.2,13
12/19/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.71,7.23,11
12/20/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,10.71,7.27,12
12/21/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,10.57,7.53,5
12/22/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.86,7.57,5
12/23/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9.14,7.57,2
12/24/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.86,7.43,4
12/25/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.43,7.1,13
12/26/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.43,7.4,10
12/27/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,7.29,7.53,9
12/28/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,6.86,7.77,13
12/29/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,8,7.9,12
12/30/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,9,8.03,11
12/31/2025,Dubai,Corsets,Daily Support Corset,60,0,394,12,10.29,8.33,7
1/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,NULL,NULL,2
1/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,2,2,10
1/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6,6,7
1/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.33,6.33,7
1/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.5,6.5,13
1/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.8,7.8,4
1/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.17,7.17,9
1/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,7.43,8
1/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,7.5,4
1/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,7.11,7
1/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,7.1,5
1/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,6.91,13
1/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,7.42,9
1/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.86,7.54,12
1/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,7.86,14
1/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.27,14
1/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.57,8.63,2
1/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,8.24,4
1/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.71,8,8
1/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8,10
1/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.1,14
1/22/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,9.43,8.38,8
1/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.36,7
1/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,8.3,6
1/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.21,4
1/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.04,6
1/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.86,7.96,5
1/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,7.85,8
1/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.29,7.86,8
1/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.29,7.86,4
1/31/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,7.73,12
2/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.71,8.07,13
2/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,8.17,5
2/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.86,8.1,14
2/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.33,9
2/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,8.2,3
2/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.17,8
2/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.13,12
2/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.27,7
2/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,8.37,7
2/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.37,9
2/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.86,8.5,11
2/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.43,9
2/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8.43,2
2/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.1,9
2/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,7.93,6
2/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,7.67,14
2/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.07,13
2/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.37,3
2/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,8.2,10
2/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.2,9
2/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.03,5
2/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,7.93,10
2/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.03,13
2/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8.27,9
2/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,8.43,8
2/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.5,8
2/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,8.6,3
2/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,8.43,10
3/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.5,12
3/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8.77,6
3/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,8.57,2
3/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7,8.2,7
3/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.86,8.27,6
3/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.57,8,9
3/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,8,11
3/8/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,7.57,8.27,40
3/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.57,9.33,4
3/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.29,9.07,8
3/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.14,9.1,13
3/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,13,9.3,3
3/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.57,9.1,8
3/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.43,9,10
3/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.29,9.03,11
3/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,9.33,6
3/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9.23,14
3/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.5,14
3/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.5,8
3/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.14,9.33,7
3/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.47,12
3/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.29,9.53,9
3/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.53,12
3/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.86,9.77,11
3/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.43,9.8,7
3/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.6,10
3/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.71,9.63,9
3/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.67,11
3/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.77,8
3/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.71,9.93,10
3/31/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.93,11
4/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.9,4
4/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,9.83,13
4/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,10.2,4
4/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,10.1,7
4/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,10.13,4
4/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,9.97,14
4/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,10.07,14
4/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.2,5
4/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.23,10
4/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,9.3,8
4/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,9.13,4
4/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9.17,12
4/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.57,9.3,4
4/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,9.1,13
4/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,9.17,12
4/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,9.37,8
4/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.17,14
4/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.57,9.17,11
4/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.57,9.27,13
4/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.71,9.47,8
4/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.29,9.33,3
4/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.13,12
4/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.13,14
4/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.71,9.23,3
4/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.1,13
4/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.2,3
4/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,9,11
4/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9,10
4/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.07,9
4/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,9.03,11
5/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.03,14
5/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.14,9.37,12
5/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.33,7
5/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.57,9.43,13
5/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.86,9.63,3
5/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.6,7
5/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.57,9.37,8
5/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.17,3
5/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,9.1,5
5/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.57,8.93,8
5/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.71,8.93,10
5/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.29,9.13,12
5/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,9.13,5
5/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.29,9.17,11
5/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,9.1,14
5/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.17,9
5/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.2,12
5/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.43,9.13,10
5/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.43,9.1,2
5/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8.73,6
5/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,8.67,10
5/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,8.9,12
5/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.9,8
5/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.7,13
5/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.03,10
5/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.93,2
5/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.9,3
5/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,8.63,6
5/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,8.5,12
5/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,8.6,12
5/31/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,8.63,4
6/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7,8.3,3
6/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6,8,11
6/3/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,7.29,8.13,49
6/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,13.86,9.33,9
6/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,14.29,9.53,2
6/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.86,9.37,13
6/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,13,9.53,9
6/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,13.71,9.73,9
6/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,14.57,9.87,11
6/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,14.57,9.97,5
6/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,9.8,11
6/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.77,4
6/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,9.73,12
6/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.77,14
6/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.77,2
6/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9.53,11
6/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9.5,11
6/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.53,13
6/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.57,9.9,6
6/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.9,14
6/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.14,10.03,3
6/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.73,4
6/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,9.6,14
6/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.63,12
6/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.7,9
6/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,9.93,2
6/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,9.9,13
6/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,10.13,11
6/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,10.1,8
6/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.97,12
7/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.57,10.23,8
7/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,10.4,9
7/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,10.33,7
7/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.71,8.93,14
7/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.1,8
7/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.3,13
7/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.14,9.3,5
7/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.17,12
7/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.71,9.27,7
7/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.13,14
7/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.43,9.43,11
7/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.43,8
7/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.57,3
7/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.27,10
7/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.13,11
7/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.43,12
7/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.86,9.47,9
7/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.4,13
7/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.4,12
7/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10,9.6,13
7/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.43,9.57,8
7/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.14,9.73,12
7/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.29,10,6
7/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.43,9.73,12
7/25/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,10.86,9.73,9
7/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.29,9.73,11
7/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,10.14,10.03,2
7/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,9.67,14
7/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.77,7
7/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.73,8
7/31/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,9.6,5
8/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,9.5,3
8/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,9.3,2
8/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,9.13,14
8/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.57,9.13,13
8/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,9.3,3
8/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.86,8.97,6
8/7/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,6.57,9,42
8/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.86,10,8
8/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.57,10.03,3
8/10/2025,Lagos,Corsets,Daily Support Corset,60,1,463,12,12.71,9.67,9
8/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12,9.6,11
8/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,11.71,9.7,8
8/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.43,9.87,9
8/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,12.86,9.83,6
8/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,9.67,13
8/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.43,9.7,6
8/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.86,9.6,5
8/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,9.33,10
8/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,9.27,12
8/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,9.23,4
8/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8,9.1,7
8/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8.93,4
8/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.86,8.87,8
8/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,8.73,5
8/25/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,8.6,4
8/26/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.29,8.37,14
8/27/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.57,8.77,12
8/28/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,8.7,14
8/29/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.93,3
8/30/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.77,8
8/31/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.57,8.87,6
9/1/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.71,8.97,8
9/2/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.17,14
9/3/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.29,9.17,13
9/4/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.43,9.17,12
9/5/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9.14,9.47,2
9/6/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,9,9.33,2
9/7/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.14,8,7
9/8/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,8.29,7.97,2
9/9/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.43,7.93,3
9/10/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,7.73,7
9/11/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5,7.6,8
9/12/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,4.43,7.6,12
9/13/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,7.7,2
9/14/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,7.57,10
9/15/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.29,7.47,4
9/16/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.57,7.4,2
9/17/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.43,7.3,3
9/18/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.86,7.07,14
9/19/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.71,7.13,4
9/20/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,5.57,7.13,8
9/21/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.43,7.17,10
9/22/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,6.43,7.37,9
9/23/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.14,7.4,6
9/24/2025,Lagos,Corsets,Daily Support Corset,60,0,463,12,7.71,7.43,11
