date,warehouse_location,category,product_name,base_price,is_promotion,local_temp_c,reorder_point,storage_cost_per_unit,current_stock_on_hand,supplier_lead_time_days,rolling_avg_7d,rolling_avg_30d,units_sold
2025-06-06,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,8.43,8.00,3
2025-06-07,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,6.86,7.83,7
2025-06-08,"New York",Corsets,"Elite Lace Corset",85,0,1,53,1.8,171,15,6.86,6.90,11
2025-06-09,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,6.86,7.20,9
2025-06-10,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,6.86,7.27,5
2025-06-11,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,6.57,7.20,11
2025-06-12,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,7.43,7.10,6
2025-06-13,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,7.43,7.20,12
2025-06-14,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,8.71,7.50,3
2025-06-15,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,8.14,7.23,7
2025-06-16,"New York",Corsets,"Elite Lace Corset",85,1,7,53,1.8,171,15,7.57,7.33,23
2025-06-17,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,9.57,7.97,14
2025-06-18,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,10.86,8.33,9
2025-06-19,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,10.57,8.43,13
2025-06-20,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,11.57,8.73,14
2025-06-21,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,11.86,8.97,9
2025-06-22,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,12.71,8.93,2
2025-06-23,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,12.00,8.53,4
2025-06-24,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,9.29,8.43,12
2025-06-25,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,9.00,8.57,14
2025-06-26,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,9.71,8.93,9
2025-06-27,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,9.14,9.13,10
2025-06-28,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,8.57,9.20,13
2025-06-29,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,9.14,9.30,9
2025-06-30,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,10.14,9.13,2
2025-07-01,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,9.86,8.97,13
2025-07-02,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,10.00,9.03,13
2025-07-03,"New York",Corsets,"Elite Lace Corset",85,0,1,53,1.8,171,15,9.86,9.17,13
2025-07-04,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,10.43,9.37,14
2025-07-05,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,11.00,9.67,8
2025-07-06,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,10.29,9.73,8
2025-07-07,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,10.14,9.90,6
2025-07-08,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,10.71,9.87,5
2025-07-09,"New York",Corsets,"Elite Lace Corset",85,0,1,53,1.8,171,15,9.57,9.67,11
2025-07-10,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,9.29,9.73,8
2025-07-11,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,8.57,9.83,10
2025-07-12,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,8.00,9.80,8
2025-07-13,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,8.00,9.87,10
2025-07-14,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,8.29,9.80,9
2025-07-15,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,8.71,10.00,13
2025-07-16,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,9.86,10.20,2
2025-07-17,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,8.57,9.50,4
2025-07-18,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,8.00,9.17,13
2025-07-19,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,8.43,9.30,13
2025-07-20,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,9.14,9.30,3
2025-07-21,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,8.14,8.93,6
2025-07-22,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,7.71,8.83,8
2025-07-23,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,7.00,9.03,14
2025-07-24,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,8.71,9.37,7
2025-07-25,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,9.14,9.20,8
2025-07-26,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,8.43,9.00,7
2025-07-27,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,7.57,8.93,8
2025-07-28,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,8.29,8.87,6
2025-07-29,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,8.29,8.63,3
2025-07-30,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,7.57,8.43,12
2025-07-31,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,7.29,8.77,9
2025-08-01,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,7.57,8.63,6
2025-08-02,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,7.29,8.40,10
2025-08-03,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.71,8.30,2
2025-08-04,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.86,7.90,7
2025-08-05,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,7.00,7.87,2
2025-08-06,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,6.86,7.67,9
2025-08-07,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,6.43,7.77,5
2025-08-08,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,5.86,7.77,13
2025-08-09,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,6.86,7.83,8
2025-08-10,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.57,7.83,7
2025-08-11,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,7.29,7.73,13
2025-08-12,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,8.14,7.90,13
2025-08-13,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,9.71,8.00,2
2025-08-14,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,8.71,7.77,11
2025-08-15,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,9.57,7.70,14
2025-08-16,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,9.71,8.10,2
2025-08-17,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,8.86,8.03,9
2025-08-18,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,9.14,7.90,10
2025-08-19,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,8.71,7.80,6
2025-08-20,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,7.71,7.90,9
2025-08-21,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,8.71,8.00,3
2025-08-22,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,7.57,7.83,10
2025-08-23,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,7.00,7.70,5
2025-08-24,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,7.43,7.63,4
2025-08-25,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,6.71,7.50,14
2025-08-26,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,7.29,7.73,8
2025-08-27,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,7.57,7.73,7
2025-08-28,"New York",Corsets,"Elite Lace Corset",85,1,1,53,1.8,171,15,7.29,7.77,34
2025-08-29,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,11.71,8.80,2
2025-08-30,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,10.57,8.47,3
2025-08-31,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,10.29,8.27,10
2025-09-01,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,11.14,8.40,12
2025-09-02,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,10.86,8.47,9
2025-09-03,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,11.00,8.70,10
2025-09-04,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,11.43,8.80,9
2025-09-05,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.86,9.03,12
2025-09-06,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,9.29,9.13,7
2025-09-07,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,9.86,9.20,6
2025-09-08,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,9.29,8.97,3
2025-09-09,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,8.00,8.80,3
2025-09-10,"New York",Corsets,"Elite Lace Corset",85,1,13,53,1.8,171,15,7.14,8.67,16
2025-09-11,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,8.00,8.77,5
2025-09-12,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,7.43,8.50,12
2025-09-13,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,7.43,8.83,7
2025-09-14,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,7.43,8.70,4
2025-09-15,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,7.14,8.37,7
2025-09-16,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,7.71,8.53,11
2025-09-17,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,8.86,8.60,9
2025-09-18,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,7.86,8.57,14
2025-09-19,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,9.14,8.83,2
2025-09-20,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,7.71,8.60,14
2025-09-21,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,8.71,8.97,2
2025-09-22,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,8.43,8.70,7
2025-09-23,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,8.43,8.77,7
2025-09-24,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,7.86,8.87,3
2025-09-25,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,7.00,8.50,13
2025-09-26,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,6.86,8.67,10
2025-09-27,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,8.00,8.77,3
2025-09-28,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,6.43,7.73,5
2025-09-29,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,6.86,7.83,13
2025-09-30,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,7.71,8.17,6
2025-10-01,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.57,8.03,7
2025-10-02,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,8.14,7.87,5
2025-10-03,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,7.00,7.73,13
2025-10-04,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,7.43,7.83,6
2025-10-05,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,7.86,7.73,5
2025-10-06,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,7.86,7.50,3
2025-10-07,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,6.43,7.37,5
2025-10-08,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,6.29,7.33,9
2025-10-09,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.57,7.53,10
2025-10-10,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,7.29,7.77,6
2025-10-11,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,6.29,7.43,10
2025-10-12,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,6.86,7.60,13
2025-10-13,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,8.00,7.63,7
2025-10-14,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,8.57,7.63,3
2025-10-15,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,8.29,7.60,13
2025-10-16,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,8.86,7.80,6
2025-10-17,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,8.29,7.63,4
2025-10-18,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,8.00,7.47,6
2025-10-19,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,7.43,7.20,11
2025-10-20,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,7.14,7.50,3
2025-10-21,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.57,7.13,2
2025-10-22,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,6.43,7.13,9
2025-10-23,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,5.86,7.20,2
2025-10-24,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,5.29,7.03,8
2025-10-25,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,5.86,7.20,3
2025-10-26,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,5.43,6.87,11
2025-10-27,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,5.43,6.90,7
2025-10-28,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,6.00,7.03,5
2025-10-29,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.43,7.03,5
2025-10-30,"New York",Corsets,"Elite Lace Corset",85,1,14,53,1.8,171,15,5.86,6.77,29
2025-10-31,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,9.71,7.53,2
2025-11-01,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,8.86,7.37,6
2025-11-02,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,9.29,7.40,3
2025-11-03,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,8.14,7.07,10
2025-11-04,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,8.57,7.20,10
2025-11-05,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,9.29,7.37,2
2025-11-06,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,8.86,7.33,7
2025-11-07,"New York",Corsets,"Elite Lace Corset",85,0,4,53,1.8,171,15,5.71,7.40,12
2025-11-08,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.14,7.50,10
2025-11-09,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,7.71,7.50,2
2025-11-10,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,7.57,7.37,2
2025-11-11,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,6.43,7.10,9
2025-11-12,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,6.29,6.97,14
2025-11-13,"New York",Corsets,"Elite Lace Corset",85,1,3,53,1.8,171,15,8.00,7.20,36
2025-11-14,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,12.14,8.30,5
2025-11-15,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,11.14,8.03,13
2025-11-16,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,11.57,8.27,13
2025-11-17,"New York",Corsets,"Elite Lace Corset",85,0,19,53,1.8,171,15,13.14,8.57,4
2025-11-18,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,13.43,8.50,12
2025-11-19,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,13.86,8.53,3
2025-11-20,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,12.29,8.53,13
2025-11-21,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,9.00,8.90,12
2025-11-22,"New York",Corsets,"Elite Lace Corset",85,0,9,53,1.8,171,15,10.00,9.00,2
2025-11-23,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,8.43,9.00,12
2025-11-24,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,8.29,9.13,4
2025-11-25,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,8.29,9.17,10
2025-11-26,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,8.00,9.13,6
2025-11-27,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,8.43,9.10,3
2025-11-28,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.00,9.03,2
2025-11-29,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,5.57,8.93,11
2025-11-30,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,6.86,8.33,9
2025-12-01,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,6.43,8.57,5
2025-12-02,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,6.57,8.53,8
2025-12-03,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,6.29,8.70,11
2025-12-04,"New York",Corsets,"Elite Lace Corset",85,0,3,53,1.8,171,15,7.00,8.73,13
2025-12-05,"New York",Corsets,"Elite Lace Corset",85,0,7,53,1.8,171,15,8.43,8.83,7
2025-12-06,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,9.14,9.00,10
2025-12-07,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,9.00,9.10,4
2025-12-08,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,8.29,8.83,5
2025-12-09,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,8.29,8.67,14
2025-12-10,"New York",Corsets,"Elite Lace Corset",85,0,18,53,1.8,171,15,9.14,9.07,7
2025-12-11,"New York",Corsets,"Elite Lace Corset",85,0,1,53,1.8,171,15,8.57,9.23,3
2025-12-12,"New York",Corsets,"Elite Lace Corset",85,0,5,53,1.8,171,15,7.14,9.03,13
2025-12-13,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,8.00,9.00,9
2025-12-14,"New York",Corsets,"Elite Lace Corset",85,0,16,53,1.8,171,15,7.86,8.10,6
2025-12-15,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,8.14,8.13,4
2025-12-16,"New York",Corsets,"Elite Lace Corset",85,0,2,53,1.8,171,15,8.00,7.83,11
2025-12-17,"New York",Corsets,"Elite Lace Corset",85,0,0,53,1.8,171,15,7.57,7.77,3
2025-12-18,"New York",Corsets,"Elite Lace Corset",85,0,10,53,1.8,171,15,7.00,7.73,3
2025-12-19,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,7.00,7.43,8
2025-12-20,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,6.29,7.60,7
2025-12-21,"New York",Corsets,"Elite Lace Corset",85,0,17,53,1.8,171,15,6.00,7.40,9
2025-12-22,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,6.43,7.30,11
2025-12-23,"New York",Corsets,"Elite Lace Corset",85,0,12,53,1.8,171,15,7.43,7.60,8
2025-12-24,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,7.00,7.47,8
2025-12-25,"New York",Corsets,"Elite Lace Corset",85,0,6,53,1.8,171,15,7.71,7.60,11
2025-12-26,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,8.86,7.63,13
2025-12-27,"New York",Corsets,"Elite Lace Corset",85,0,15,53,1.8,171,15,9.57,7.87,4
2025-12-28,"New York",Corsets,"Elite Lace Corset",85,0,13,53,1.8,171,15,9.14,7.90,9
2025-12-29,"New York",Corsets,"Elite Lace Corset",85,0,14,53,1.8,171,15,9.14,8.13,3
2025-12-30,"New York",Corsets,"Elite Lace Corset",85,0,11,53,1.8,171,15,8.00,7.87,4
2025-12-31,"New York",Corsets,"Elite Lace Corset",85,0,8,53,1.8,171,15,7.43,7.70,9
2025-01-01,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,NULL,NULL,4
2025-01-02,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,4.00,4.00,8
2025-01-03,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,6.00,6.00,8
2025-01-04,Dubai,Corsets,"Daily Support Corset",60,0,32,78,1.55,394,12,6.67,6.67,14
2025-01-05,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,8.50,8.50,11
2025-01-06,Dubai,Corsets,"Daily Support Corset",60,0,25,78,1.55,394,12,9.00,9.00,7
2025-01-07,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,8.67,8.67,14
2025-01-08,Dubai,Corsets,"Daily Support Corset",60,1,32,78,1.55,394,12,9.43,9.43,19
2025-01-09,Dubai,Corsets,"Daily Support Corset",60,0,29,78,1.55,394,12,11.57,10.63,10
2025-01-10,Dubai,Corsets,"Daily Support Corset",60,0,26,78,1.55,394,12,11.86,10.56,7
2025-01-11,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,11.71,10.20,3
2025-01-12,Dubai,Corsets,"Daily Support Corset",60,0,25,78,1.55,394,12,10.14,9.55,9
2025-01-13,Dubai,Corsets,"Daily Support Corset",60,0,26,78,1.55,394,12,9.86,9.50,9
2025-01-14,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,10.14,9.46,3
2025-01-15,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,8.57,9.00,5
2025-01-16,Dubai,Corsets,"Daily Support Corset",60,0,32,78,1.55,394,12,6.57,8.73,4
2025-01-17,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,5.71,8.44,3
2025-01-18,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,5.14,8.12,4
2025-01-19,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,5.29,7.89,6
2025-01-20,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,4.86,7.79,3
2025-01-21,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,4.00,7.55,6
2025-01-22,Dubai,Corsets,"Daily Support Corset",60,0,30,78,1.55,394,12,4.43,7.48,12
2025-01-23,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,5.43,7.68,9
2025-01-24,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,6.14,7.74,7
2025-01-25,Dubai,Corsets,"Daily Support Corset",60,0,28,78,1.55,394,12,6.71,7.71,6
2025-01-26,Dubai,Corsets,"Daily Support Corset",60,0,26,78,1.55,394,12,7.00,7.64,6
2025-01-27,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,7.00,7.58,14
2025-01-28,Dubai,Corsets,"Daily Support Corset",60,0,32,78,1.55,394,12,8.57,7.81,4
2025-01-29,Dubai,Corsets,"Daily Support Corset",60,1,25,78,1.55,394,12,8.29,7.68,40
2025-01-30,Dubai,Corsets,"Daily Support Corset",60,0,25,78,1.55,394,12,12.29,8.79,8
2025-01-31,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,12.14,8.77,13
2025-02-01,Dubai,Corsets,"Daily Support Corset",60,0,30,78,1.55,394,12,13.00,9.07,11
2025-02-02,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,13.71,9.17,9
2025-02-03,Dubai,Corsets,"Daily Support Corset",60,0,33,78,1.55,394,12,14.14,9.20,7
2025-02-04,Dubai,Corsets,"Daily Support Corset",60,0,30,78,1.55,394,12,13.14,8.97,10
2025-02-05,Dubai,Corsets,"Daily Support Corset",60,0,25,78,1.55,394,12,14.00,8.93,9
2025-02-06,Dubai,Corsets,"Daily Support Corset",60,0,26,78,1.55,394,12,9.57,9.00,3
2025-02-07,Dubai,Corsets,"Daily Support Corset",60,0,30,78,1.55,394,12,8.86,8.63,13
2025-02-08,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,8.86,8.43,5
2025-02-09,Dubai,Corsets,"Daily Support Corset",60,0,26,78,1.55,394,12,8.00,8.27,11
2025-02-10,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,8.29,8.40,12
2025-02-11,Dubai,Corsets,"Daily Support Corset",60,0,30,78,1.55,394,12,9.00,8.70,9
2025-02-12,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,8.86,8.70,11
2025-02-13,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,9.14,8.77,8
2025-02-14,Dubai,Corsets,"Daily Support Corset",60,0,32,78,1.55,394,12,9.86,8.93,10
2025-02-15,Dubai,Corsets,"Daily Support Corset",60,0,32,78,1.55,394,12,9.43,9.10,4
2025-02-16,Dubai,Corsets,"Daily Support Corset",60,0,31,78,1.55,394,12,9.29,9.10,13
2025-02-17,Dubai,Corsets,"Daily Support Corset",60,0,29,78,1.55,394,12,9.57,9.43,5
2025-02-18,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,8.57,9.47,14
2025-02-19,Dubai,Corsets,"Daily Support Corset",60,1,25,78,1.55,394,12,9.29,9.73,42
2025-02-20,Dubai,Corsets,"Daily Support Corset",60,0,27,78,1.55,394,12,13.71,11.03,11
2025-02-21,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,14.14,11.20,14
2025-02-22,Dubai,Corsets,"Daily Support Corset",60,0,34,78,1.55,394,12,14.71,11.27,6
